id,coin_rank,symbol,name,supply,maxSupply,marketCapUsd,volumeUsd24Hr,priceUsd,changePercent24Hr,vwap24Hr
theta,37.0,THETA,THETA,1000000000.0,1000000000.0,2605808975.4313245,22219180.351926357,2.6058089754313243,6.300096075344069,2.4816006517943783
the-graph,38.0,GRT,The Graph,9548531509.165474,0.0,2388652176.240546,28337010.975884564,0.2501591133618525,5.214539940816204,0.2415291599397623
fantom,39.0,FTM,Fantom,2803634835.5265927,3175000000.0,2245630921.93092,185137055.7776315,0.8009712582662837,-2.609512597479684,0.7960881174088267
mantra-dao,40.0,OM,MANTRA DAO,500205033.1781249,888888888.0,1971462524.6018784,13308748.876094554,3.9413088510443535,-0.9020455125693618,3.92935762562665
injective-protocol,41.0,INJ,Injective,73005554.33,100000000.0,1902307104.9404912,90909791.46341129,26.057018844643995,12.102206052333168,25.19510369120331
cosmos,42.0,ATOM,Cosmos,248453201.0,0.0,1877317433.089958,78742687.80385663,7.556020311003995,4.222219319518132,7.404267052164399
lido-dao,43.0,LDO,Lido DAO,896046961.4578881,0.0,1856655512.509311,9050008.092330676,2.072051569137059,1.0909266600256904,2.0742671937366106
thorchain,44.0,RUNE,THORChain,341707166.0,0.0,1728678111.509978,71746391.99089913,5.058946031907268,0.9885494016087336,4.930753504200672
the-sandbox,45.0,SAND,The Sandbox,2430857126.2233224,0.0,1723196444.5500436,175273633.6416112,0.7088842968024497,10.980829630693984,0.6742841508352687
raydium,46.0,RAY,Raydium,290888823.959345,0.0,1645575611.400389,44086396.06231184,5.6570602782263535,-2.4034574656765257,5.703551583640752
gatetoken,47.0,GT,GateToken,88714555.7804034,0.0,1625133105.1512356,16163808.468393331,18.318674887737185,2.51828030825726,18.16748511409098
gala,48.0,GALA,Gala,36705069942.55339,0.0,1603133300.0991132,79871322.28127617,0.0436760726136241,4.949875729880222,0.0420966401376963
tezos,49.0,XTZ,Tezos,1023051206.010308,0.0,1503482498.4405828,31132555.07558957,1.469606300845741,1.6984670978020382,1.4531379238507005
maker,50.0,MKR,Maker,892283.94440501,1005577.0,1447605458.151616,29341792.39361048,1622.359639247912,3.428112585513185,1579.561958957141
quant,51.0,QNT,Quant,12072738.0,14881364.0,1441343853.5492232,8676762.2964359,119.38831552123662,1.6453639920019696,118.16217869402723
eos,52.0,EOS,EOS,1538397139.8136,0.0,1427839784.1235216,52731771.59150723,0.928134710583592,3.31198239885512,0.9071232004472464
iota,53.0,IOTA,IOTA,3573984254.0,0.0,1391070982.8969402,34449760.506943405,0.3892213518680321,8.163668681983989,0.3706695670719261
kucoin-token,54.0,KCS,KuCoin Token,122665482.14607972,200000000.0,1364129554.0348673,1194656.737826941,11.120728750818053,1.1963096180509705,11.055320236437108
aioz-network,55.0,AIOZ,AIOZ Network,1148592025.388552,0.0,1325364557.3314006,34702285.007699944,1.1539036733979144,4.0693955880641575,1.133805149856378
flow,56.0,FLOW,Flow,1554936091.0739655,0.0,1308748226.7380292,11783545.770036804,0.8416733229428749,6.61815066537705,0.8123826219971088
curve-dao-token,57.0,CRV,Curve DAO Token,1263663231.0,0.0,1290299977.4937797,66614502.764576174,1.0210789914910323,-1.019620473729901,1.0165331868624068
arweave,58.0,AR,Arweave,65652466.0,66000000.0,1286257731.593239,14308872.048661793,19.591918018635265,3.059469278218816,19.336194750611728
xinfin-network,59.0,XDC,XinFin Network,12293293518.55,0.0,1208753342.3154123,5233889.247318071,0.0983262410916538,5.043747942106118,0.096303282596702
neo,60.0,NEO,Neo,70538831.0,100000000.0,1184166734.216158,17712787.92504089,16.7874448361096,6.158786091504577,16.071528137666135
bitcoin-sv,61.0,BSV,Bitcoin SV,19807515.625,0.0,1164965249.2397268,6584118.284384769,58.814304191151024,2.807114523231629,57.82966427958582
helium,62.0,HNT,Helium,176018360.34074795,223000000.0,1156386587.9441173,3376078.058882897,6.569692989444442,-1.817823327799234,6.556998697768873
axie-infinity,63.0,AXS,Axie Infinity,157393855.1617376,0.0,1144110744.9411209,13516058.622922316,7.269094106408634,4.30490622733496,7.063694240578596
decentraland,64.0,MANA,Decentraland,1942255184.1130493,0.0,1137147174.3121593,41553030.1426644,0.5854777392865856,7.460251676562327,0.5601079201625322
ftx-token,65.0,FTT,FTX Token,328895103.813207,0.0,1075944706.092088,21110966.82041948,3.2713916796498164,0.2545142844864959,3.226476409815368
polygon,66.0,MATIC,Polygon,1913783718.0,0.0,1008003149.972205,3789710.690309397,0.5267069316618593,2.373186253270347,0.5177573434300644
zcash,67.0,ZEC,Zcash,16328268.75,21000000.0,996901939.897398,84312128.70555416,61.053743979893646,4.447792659001867,58.61331445993614
akash-network,68.0,AKT,Akash Network,248285794.661141,388539008.0,961870332.2982082,7451281.459620075,3.87404496343,15.117177624522544,3.6332069217478784
elrond-egld,69.0,EGLD,MultiversX,24184559.18984154,31415926.0,941511078.6443348,10165919.305813763,38.93025592295295,3.750742503767956,37.61902355922989
dexe,70.0,DEXE,DeXe,57103760.34320203,0.0,933361657.399282,6106273.6081774,16.345012163641073,-5.524682121554708,16.854835226588477
reserve-rights,71.0,RSR,Reserve Rights,53834088904.0,100000000000.0,925175994.2551268,41833743.64427222,0.0171856905743302,1.5478687001746978,0.0167960493987496
nexo,72.0,NEXO,Nexo,646145839.5746847,0.0,893688129.161756,269718.94893312786,1.3831059095730032,0.6950327466652558,1.3740397652226617
chiliz,73.0,CHZ,Chiliz,9206791217.0,0.0,880951529.8051106,29474081.356534813,0.0956849687411686,4.333143580541854,0.0930915340822119
pendle,74.0,PENDLE,Pendle,159075020.5018841,0.0,869279749.8236756,1269435.380725522,5.4645898965223125,3.7209566198870494,5.329514610440881
conflux-network,75.0,CFX,Conflux,4821066104.64,0.0,867167497.6562307,38190965.8282969,0.1798704848335582,1.2756652419535763,0.1776049343672257
pancakeswap,76.0,CAKE,PancakeSwap,291772698.13192505,450000000.0,832817444.3823094,17248299.123329975,2.8543364396820667,3.0243824331883835,2.8112116584432063
mina,77.0,MINA,Mina,1202916838.8400393,0.0,804411204.4819316,14179924.569956286,0.6687172201011146,3.222720985862652,0.6516021369400626
superfarm,78.0,SUPER,SuperVerse,487976093.41691726,1000000000.0,791253324.3198606,5473017.575575056,1.621500182066971,4.394655734751735,1.572957784297152
ecash,79.0,XEC,eCash,19807851547584.0,21000000000000.0,768233501.2140192,6754135.633566804,3.87842921464e-05,5.1956786194473095,3.74441702981e-05
compound,80.0,COMP,Compound,8868568.36248872,0.0,755489407.0585691,15254615.649937246,85.1873015101348,3.153761561859885,84.50156264040258
gnosis-gno,81.0,GNO,Gnosis,2586695.34664063,0.0,732583089.9668536,3167759.161907144,283.2119719542031,-1.0117618793056105,285.25333108214795
oasis-network,82.0,ROSE,Oasis,7064132681.0,0.0,671926390.4209636,16816514.740074,0.0951180308699759,6.032481245939902,0.0911067720522584
amp,83.0,AMP,Amp,80722685438.80898,0.0,664961202.3404858,3304806.2641141354,0.0082376001086405,3.180785990624743,0.0082279170153112
livepeer,84.0,LPT,Livepeer,37107320.67378841,0.0,626990481.5094312,15015600.808020398,16.89667887965622,3.863158951493919,16.53974583483493
telcoin,85.0,TEL,Telcoin,91860083810.97,100000000000.0,626030035.0427402,1552829.6574283226,0.0068150387967312,7.854015835079996,0.0064060546263553
biocoin,86.0,BIO,BioCoin,845785803.0641785,0.0,612934153.0220956,298933260.730787,0.724691938315245,1.58146871615853,0.7344286642439115
kava,87.0,KAVA,Kava,1082853845.0,0.0,611626000.9712591,12833545.991934888,0.5648278424603637,1.7985524683201746,0.5522744887985642
1inch,88.0,1INCH,1inch Network,1397410922.8482077,0.0,611380831.4408654,14006313.635824334,0.4375096984319737,3.0010577650286105,0.4308136870122957
kusama,89.0,KSM,Kusama,15942124.54770982,0.0,587657940.0889157,12100227.881579582,36.86195891458747,2.544721991059314,36.10455070911463
nervos-network,90.0,CKB,Nervos Network,45701104275.91133,0.0,586030293.7042625,12504753.202080255,0.0128231101411953,1.546442255581396,0.0125944193582533
dash,91.0,DASH,Dash,12096311.99099892,18900000.0,535772550.7076172,38254877.366777696,44.29222320871808,1.342897777627581,43.48079496285957
trust-wallet-token,92.0,TWT,Trust Wallet Token,416649900.0,0.0,525380450.7115382,2077093.115902666,1.2609638228919249,0.904969143655966,1.2492214300552706
synthetix-network-token,93.0,SNX,Synthetix,233716733.49,212424133.0,524202577.5511442,15025455.772205057,2.242897073407768,3.3545804198783533,2.1823022764596387
nxm,94.0,NXM,NXM,6594067.84129139,0.0,519742393.48710525,750690.2108426001,78.81969157680341,-3.4544923592652856,79.94080445785421
trueusd,95.0,TUSD,TrueUSD,495601552.61,0.0,496339714.8475263,4629136.298173792,1.0014894268059469,0.1204281019374463,1.0000128008326572
theta-fuel,96.0,TFUEL,Theta Fuel,6801915842.0,0.0,488996523.4593336,2744791.183294831,0.0718909987741853,5.158127927697761,0.0699766258027585
wootrade,97.0,WOO,WOO,1862431509.9967532,0.0,480699596.0125732,2082418.4051879745,0.2581032340960614,4.933979306343532,0.2511087488218328
sushiswap,98.0,SUSHI,SushiSwap,262631119.0938468,0.0,479577572.59420514,59470795.672325335,1.8260500669109063,3.687886039353879,1.8204847346356408
zilliqa,99.0,ZIL,Zilliqa,19370517680.130352,21000000000.0,475993966.4244264,11369489.396642366,0.0245731154058255,7.055719091167911,0.0234529830240587
0x,100.0,ZRX,0x Protocol,848396562.8973439,1000000000.0,469911962.59029263,13114809.631575054,0.5538824450036722,3.347623849363104,0.5368142178184431
,,1INCH,,,,603676191.5006206,,,,
,,AAVE,,,,5062695002.719646,,,,
,,ADA,,,,40020514740.14561,,,,
,,AIOZ,,,,1262045850.7434494,,,,
,,AKT,,,,934029261.3514702,,,,
,,ALGO,,,,3500047918.418772,,,,
,,AMP,,,,651827127.872964,,,,
,,AR,,,,1228505178.1691022,,,,
,,ATOM,,,,1896626235.13904,,,,
,,AVAX,,,,17950601225.460648,,,,
,,AXS,,,,1121773142.6172822,,,,
,,BCH,,,,9444363925.725916,,,,
,,BIO,,,,590049760.867984,,,,
,,BNB,,,,105023174188.49277,,,,
,,BSV,,,,1175263512.108508,,,,
,,BTC,,,,2016621304899.061,,,,
,,CAKE,,,,805188348.3540839,,,,
,,CFX,,,,856577984.214218,,,,
,,CHZ,,,,867130882.078503,,,,
,,CKB,,,,569131346.2947105,,,,
,,COMP,,,,743361326.274526,,,,
,,CRO,,,,4067729674.6528616,,,,
,,CRV,,,,1247953857.6018617,,,,
,,DAI,,,,5370487433.68098,,,,
,,DASH,,,,522732681.0480128,,,,
,,DEXE,,,,912804498.2052509,,,,
,,DOGE,,,,58163362935.47025,,,,
,,DOT,,,,11924509599.110285,,,,
,,EGLD,,,,918867617.7478054,,,,
,,EOS,,,,1420594665.009655,,,,
,,ETC,,,,4323673645.586184,,,,
,,ETH,,,,441849879158.1961,,,,
,,FET,,,,3957113881.7031856,,,,
,,FIL,,,,3746107439.591464,,,,
,,FLOW,,,,1279661764.4734883,,,,
,,FTM,,,,2163613375.332565,,,,
,,FTT,,,,1136269753.5312035,,,,
,,GALA,,,,1578495151.5398357,,,,
,,GNO,,,,737061339.3042971,,,,
,,GRT,,,,2352169396.944059,,,,
,,GT,,,,1640391891.4790344,,,,
,,HBAR,,,,4802628191.598592,,,,
,,HNT,,,,1094283671.948182,,,,
,,HOT,,,,456080556.6774165,,,,
,,ICP,,,,5872906322.745002,,,,
,,INJ,,,,1916776340.232859,,,,
,,IOTA,,,,1364174302.98646,,,,
,,KAVA,,,,595026001.3665816,,,,
,,KCS,,,,1370168859.6662197,,,,
,,KSM,,,,578869972.431394,,,,
,,LDO,,,,1804308383.7703328,,,,
,,LINK,,,,15009132826.4276,,,,
,,LPT,,,,616358512.6102504,,,,
,,LTC,,,,8529257126.104004,,,,
,,MANA,,,,1098769036.448313,,,,
,,MATIC,,,,998170643.0246904,,,,
,,MINA,,,,789864977.6157591,,,,
,,MKR,,,,1446602414.3256474,,,,
,,NEAR,,,,6949819596.815546,,,,
,,NEO,,,,1153614228.0473864,,,,
,,NEXO,,,,884104408.6925751,,,,
,,NXM,,,,543253877.0613072,,,,
,,OKB,,,,3049359094.980284,,,,
,,OM,,,,1956912941.457712,,,,
,,PENDLE,,,,856016300.5101131,,,,
,,QNT,,,,1420474507.08805,,,,
,,RAY,,,,1646959004.7159667,,,,
,,ROSE,,,,649394692.4942715,,,,
,,RSR,,,,902572740.8649532,,,,
,,RUNE,,,,1672015199.5112262,,,,
,,SAND,,,,1691931198.6950784,,,,
,,SHIB,,,,14247142453.068275,,,,
,,SNX,,,,504723667.4228892,,,,
,,SOL,,,,104553145483.8027,,,,
,,SPX,,,,11177325535.363928,,,,
,,STETH,,,,35139450230.35317,,,,
,,STX,,,,2693188661.915499,,,,
,,SUPER,,,,743074600.3227779,,,,
,,SUSHI,,,,476082153.92158353,,,,
,,TEL,,,,583936473.3451444,,,,
,,TFUEL,,,,481074079.1052722,,,,
,,THETA,,,,2560284227.407876,,,,
,,TRX,,,,23278959423.640327,,,,
,,TUSD,,,,496075581.6882516,,,,
,,TWT,,,,520589520.0547615,,,,
,,UNI,,,,8972952066.619987,,,,
,,USDC,,,,45827328362.03117,,,,
,,USDT,,,,137527658477.32068,,,,
,,VET,,,,4228371734.784248,,,,
,,WBTC,,,,13434721021.851652,,,,
,,WOO,,,,460995476.255264,,,,
,,XDC,,,,1206845311.247326,,,,
,,XEC,,,,761612913.2164437,,,,
,,XLM,,,,13930029808.596436,,,,
,,XMR,,,,3723227585.247137,,,,
,,XRP,,,,140286702867.76694,,,,
,,XTZ,,,,1484128343.0817218,,,,
,,ZEC,,,,950991196.2271602,,,,
,,ZEN,,,,466280681.44219,,,,
,,ZIL,,,,461940741.0941685,,,,
